date,revenue,unique_customers,total_views,rolling_mean,rolling_std,revenue_lag_1,revenue_lag_7,revenue_per_customer,views_per_customer
2018-03-06,6752.68,64,7080,6921.817142857143,1448.5921521453604,9686.83,4471.6,105.51062335139652,110.6249982714844
2018-03-07,6373.61,58,8572,6846.002857142857,1463.4721993454905,6752.68,6904.31,109.88982569155473,147.79310090011896
2018-03-08,5420.86,40,6657,6734.131428571428,1548.2092820785792,6373.61,6203.96,135.5214966119626,166.42499583937513
2018-03-09,3744.09,33,5351,6182.027142857142,1844.9591476119801,5420.86,7608.82,113.45726928917367,162.15151023783304
2018-03-11,1817.58,22,2964,5718.365714285714,2473.695587556241,3744.09,5063.21,82.61726897194231,134.72726660330605
2018-03-12,7573.531,46,7051,5909.883000000001,2570.1864225394847,1817.58,6232.91,164.6419746816962,153.28260536342162
2018-03-13,5195.9,79,7229,5268.321571428571,1957.8212846896756,7573.531,9686.83,65.77088524340651,91.5063279556161
2018-03-14,4263.5,43,7873,4912.724428571428,1867.2433445493737,5195.9,6752.68,99.15116048485675,183.09301899783677
2018-03-15,6450.72,74,9830,4923.740142857142,1877.497472247776,4263.5,6373.61,87.17189071389338,132.83783604273194
2018-03-16,48929.07,58,7221,11139.198714285714,16767.768841149526,6450.72,5420.86,843.6046406275062,124.49999785344832
2018-03-18,4007.2200000000003,52,6922,11176.788714285713,16748.711531983434,48929.07,3744.09,77.06192159496305,133.11538205547342
2018-03-19,6600.97,72,8340,11860.130142857142,16397.106800093323,4007.2200000000003,1817.58,91.68013761555365,115.83333172453706
2018-03-20,52515.17,64,6541,18280.364285714284,22207.777004586216,6600.97,7573.531,820.5495184289138,102.2031234030762
2018-03-21,9218.69,86,8893,18855.04857142857,21862.109756117185,52515.17,5195.9,107.19406852099921,103.40697554177936
2018-03-22,19204.28,75,10163,20989.445714285714,20908.651210545082,9218.69,4263.5,256.0570632525725,135.50666485991113
2018-03-23,5331.21,58,7721,20829.515714285717,21042.246908382393,19204.28,6450.72,91.91741220832048,133.12068735998815
2018-03-25,4761.2300000000005,56,9368,14519.824285714285,17543.16744012499,5331.21,48929.07,85.02196276746496,167.28571129846944
2018-03-26,8617.0,45,9528,15178.364285714286,17165.222127664463,4761.2300000000005,4007.2200000000003,191.48888463358034,211.73332862814826
2018-03-27,7485.15,82,10054,15304.675714285715,17094.693501331392,8617.0,6600.97,91.28231595997175,122.60975460232007
2018-03-28,7870.14,68,8989,8926.814285714287,4818.071829272409,7485.15,52515.17,115.73735123915661,132.19117452660038
2018-03-29,6704.07,75,9504,8567.582857142857,4885.948681411859,7870.14,9218.69,89.38759880816535,126.71999831040003
2018-04-03,3875.1,48,5633,6377.7,1758.120580999255,6704.07,19204.28,80.73124831809899,117.35416422178825
2018-04-04,4907.67,49,7822,6317.194285714286,1806.7534490797934,3875.1,5331.21,100.15652856823412,159.63264980341532
2018-04-05,7273.15,72,11108,6676.04,1692.019646123085,4907.67,4761.2300000000005,101.01597081922263,154.2777756350309
2018-04-06,3490.17,37,5416,5943.635714285714,1816.824728675939,7273.15,8617.0,94.32891636948875,146.3783744222061
2018-04-08,3202.43,41,6339,5331.818571428572,1928.8517106163063,3490.17,7485.15,78.10804687541349,154.6097523265914
2018-04-09,3510.471,68,6696,4709.008714285715,1657.3975585944188,3202.43,7870.14,51.62457277022687,98.47058678719726
2018-04-10,4270.26,69,6755,4361.321571428572,1405.2180411347047,3510.471,6704.07,61.88782519003153,97.89854930581814
2018-04-11,3469.88,51,7653,4303.433,1436.5830704961586,4270.26,3875.1,68.03686141104194,150.05882058708195
2018-04-12,24266.59,63,7518,7068.993,7713.698915672654,3469.88,4907.67,385.18396213993714,119.33333143915347
2018-04-13,2551.88,39,5843,6394.525857142857,7897.100671095055,24266.59,7273.15,65.43281883505594,149.82050897896133
2018-04-15,5620.14,44,6665,6698.807285714285,7807.063834042309,2551.88,3490.17,127.73045164248975,151.47726928460753
2018-04-16,15653.44,48,11913,8477.523,8281.661065579749,5620.14,3202.43,326.1133265393057,248.1874948294272
2018-04-17,13939.59,59,8039,9967.397142857142,8176.592155270044,15653.44,3510.471,236.26423328365706,136.25423497874178
2018-04-18,8380.57,54,8183,10554.584285714285,7839.930731128627,13939.59,4270.26,155.1957378667456,151.53703423079568
2018-04-19,17109.4,112,9964,12503.087142857143,7471.981149105655,8380.57,3469.88,152.76249863604914,88.96428491996174
2018-04-20,5920.150000000001,47,6662,9882.167142857143,5654.696045287517,17109.4,24266.59,125.96063561785884,141.74467783521962
2018-04-22,4403.15,44,6233,10146.634285714286,5285.994755877244,5920.150000000001,2551.88,100.07158863473661,141.6590876895662
2018-04-23,9095.38,69,9368,10643.097142857141,4942.015459808911,4403.15,5620.14,131.81709953888262,135.76811397437515
2018-04-24,5622.56,77,11172,9210.114285714286,4695.197535861694,9095.38,15653.44,73.0202587919447,145.0909072066116
2018-04-25,5885.79,65,11301,8059.571428571428,4314.437560221198,5622.56,13939.59,90.55061399152902,173.8615357867456
2018-04-26,-44990.049,78,11371,435.1972857142859,20489.54143299718,5885.79,8380.57,-576.795492605186,145.78204941305066
2018-04-27,6546.58,62,6686,-1073.777,19417.813074450467,-44990.049,17109.4,105.58999829693552,107.83870793808536
2018-04-29,2638.04,39,4605,-1542.649857142857,19259.770100015907,6546.58,5920.150000000001,67.64204954763976,118.07692004930975
2018-05-01,7857.46,70,7530,-1049.1770000000001,19480.491895709398,2638.04,4403.15,112.24942696786533,107.5714270346939
2018-05-02,7172.6,82,7896,-1323.859857142857,19326.55691270529,7857.46,9095.38,87.47073064060085,96.29268175252827
2018-05-03,9737.41,89,13295,-736.0241428571426,19633.198494862896,7172.6,5622.56,109.40909989427978,149.38202079346044
2018-05-04,4199.15,54,9541,-976.9727142857142,19548.555047246624,9737.41,5885.79,77.76203559699934,176.6851819132374
2018-05-06,5212.68,53,8595,6194.845714285714,2380.1990881706643,4199.15,-44990.049,98.35245097448207,162.169808260947
2018-05-07,8630.93,86,9179,6492.61,2555.459216605349,5212.68,6546.58,100.35964999581803,106.73255689845864
2018-05-08,6422.7,62,10506,7033.275714285714,1927.1383131200332,8630.93,2638.04,103.59193381303332,169.45161017013533
2018-05-09,4590.3,55,7830,6566.538571428571,2083.5513811553037,6422.7,7857.46,83.45999848254549,142.36363377520667
2018-05-10,5524.29,69,7773,6331.065714285714,2096.7418181459043,4590.3,7172.6,80.06217275272213,112.6521722804033
2018-05-11,3864.4900000000002,78,4744,5492.077142857143,1629.4916954039263,5524.29,9737.41,49.54474295455458,60.820512040762665
2018-05-13,4613.42,38,5825,5551.2585714285715,1581.5245703584578,3864.4900000000002,4199.15,121.4057862787951,153.2894696502771
2018-05-14,5299.49,61,7764,5563.660000000001,1578.7650868320738,4613.42,5212.68,86.87688382169043,127.27868643805432
2018-05-15,6128.84,65,6906,5206.2185714285715,910.3046881754319,5299.49,8630.93,94.28984470323316,106.24615221159766
2018-05-16,4618.07,61,6176,4948.414285714286,749.7530793279803,6128.84,6422.7,75.70606433268748,101.24589997957541
2018-05-17,6635.79,68,9303,5240.627142857143,956.9091355454609,4618.07,4590.3,97.58514562374786,136.80882151751734
2018-05-18,6199.1,56,6183,5337.028571428571,1022.02442204064,6635.79,5524.29,110.6982123089605,110.41071231409443
2018-05-20,4696.01,41,7747,5455.817142857143,857.4150499361605,6199.1,3864.4900000000002,114.53682647471156,188.9512149036289
2018-05-21,5610.63,67,9976,5598.275714285714,772.7910853491546,4696.01,4613.42,83.74074501879485,148.8955201657385
2018-05-22,5393.47,66,8140,5611.701428571428,767.5336147345633,5610.63,5299.49,81.71924118607211,123.33333146464649
2018-05-23,13550.43,73,9829,6671.928571428572,3120.418106762966,5393.47,6128.84,185.6223262243517,134.6438337720023
2018-05-24,6308.41,80,11162,6913.405714285715,2997.99063854361,13550.43,4618.07,78.85512401431095,139.52499825593753
2018-05-25,5601.79,71,6863,6765.691428571429,3039.1395695296455,6308.41,6635.79,78.89844959297959,96.66197046954971
2018-05-27,2380.03,30,3529,6220.11,3470.052895639088,5601.79,6199.1,79.33433068885564,117.63332941222235
2018-05-29,4233.57,36,5734,6154.047142857143,3508.0980802789754,2380.03,4696.01,117.59916340002324,159.2777733533952
2018-05-30,3650.34,40,4350,5874.005714285713,3634.666369356128,4233.57,5610.63,91.25849771853757,108.74999728125007
2018-05-31,7617.39,81,8795,6191.708571428571,3682.542739197221,3650.34,5393.47,94.04185069084136,108.58024557308339
2018-06-01,7494.15,32,5299,5326.5257142857145,1986.307677306932,7617.39,13550.43,234.19218018149436,165.5937448251955
2018-06-03,7034.34,63,10307,5430.2300000000005,2063.5632598896877,7494.15,6308.41,111.65618870387003,163.60317200629888
2018-06-04,9485.92,85,12465,5985.105714285714,2575.9703382017283,7034.34,5601.79,111.59905751059932,146.64705709826993
2018-06-05,12855.3,66,9371,7481.572857142856,3118.248449315261,9485.92,2380.03,194.77726977610197,141.98484633356293
2018-06-06,4691.28,72,9076,7546.96,3042.6721717759683,12855.3,4233.57,65.15666576171297,126.05555380478398
2018-06-07,4461.06,84,6340,7662.777142857143,2880.7510531382313,4691.28,3650.34,53.10785651062076,75.47618957766441
2018-06-08,15010.59,69,10116,8718.948571428571,3999.420103091719,4461.06,7617.39,217.54477945587277,146.60869352741025
2018-06-10,4799.02,61,7312,8333.93,4258.329099701731,15010.59,7494.15,78.67245772668103,119.86885049395327
2018-06-11,5801.65,61,8118,8157.831428571429,4345.622955160074,4799.02,7034.34,95.10901483427844,133.0819650314432
2018-06-12,7537.26,50,9026,7879.4514285714295,4308.624198126455,5801.65,9485.92,150.74519698509607,180.5199963896001
2018-06-13,6217.81,74,10400,6931.238571428571,3721.4173992867522,7537.26,12855.3,84.02445832399381,140.54053864134409
2018-06-14,73706.43000000001,73,9449,16790.545714285716,25352.71484252581,6217.81,4691.28,1009.6771094564781,129.43835439125542
2018-06-15,4063.11,52,5485,16733.695714285717,25385.395006261544,73706.43000000001,4461.06,78.13672926660136,105.48076720229294
2018-06-17,1583.92,26,2137,14815.600000000002,26036.201241252536,4063.11,15010.59,60.919997656923165,82.1923045310652
2018-06-18,5783.59,40,8436,14956.252857142857,25975.660073775933,1583.92,4799.02,144.58974638525635,210.89999472750014
2018-06-19,4287.58,38,5133,14739.957142857145,26070.723803463094,5783.59,5801.65,112.8310496623408,135.07894381371202
2018-06-20,4546.45,54,7184,14312.698571428571,26232.444066938962,4287.58,7537.26,84.19351695937931,133.03703457338827
2018-06-21,9860.83,69,7885,14833.130000000001,26080.78060258486,4546.45,6217.81,142.91057763897714,114.27536066267594
2018-06-22,5624.18,38,5990,5107.094285714286,2510.365618941194,9860.83,73706.43000000001,148.0047329472439,157.6315747991691
2018-06-24,4149.53,52,5699,5119.4400000000005,2504.5815518898094,5624.18,4063.11,79.79865231156438,109.59615173853555
2018-06-25,6630.2300000000005,69,11110,5840.341428571429,1990.9070447950048,4149.53,1583.92,96.0902884624596,161.01449042007985
2018-06-26,6192.41,59,10113,5898.744285714286,1994.9569947065688,6630.2300000000005,5783.59,104.95609991599831,171.40677675581736
2018-06-27,7551.75,112,10794,6365.054285714286,1936.2155048604468,6192.41,4287.58,67.4263386836934,96.37499913950894
2018-06-28,6380.66,83,11487,6627.084285714285,1765.6862137033277,7551.75,4546.45,76.8754207605371,138.39758869400495
2018-06-29,3350.39,40,6394,5697.021428571427,1468.013538838925,6380.66,9860.83,83.75974790600631,159.8499960037501
2018-07-01,2285.55,20,2640,5220.074285714286,1956.6495128140195,3350.39,5624.18,114.27749428612529,131.99999340000033
2018-07-02,6534.12,84,11345,5560.7300000000005,1946.7575931019503,2285.55,4149.53,77.78714193110545,135.05952220167237
2018-07-03,4606.76,52,5991,5271.662857142857,1911.3913159939918,6534.12,6630.2300000000005,88.59153675785507,115.211536245932
2018-07-04,10098.82,58,8759,5829.721428571429,2651.859906238333,4606.76,6192.41,174.11758320486925,151.01723877556486
2018-07-05,6413.42,65,7984,5667.102857142857,2562.042602981179,10098.82,7551.75,98.6679984820308,122.83076734106513
2018-07-06,3934.59,33,4609,5317.664285714285,2614.767663183227,6413.42,6380.66,119.22999638696982,139.66666243434358
2018-07-08,2040.46,24,2533,5130.5314285714285,2818.002497813133,3934.59,3350.39,85.01916312420154,105.5416622690974
2018-07-09,5502.5,41,5847,5590.095714285715,2523.6506106026914,2040.46,2285.55,134.20731379982163,142.60975261927433
2018-07-10,4796.42,41,5500,5341.852857142857,2500.6746456687597,5502.5,6534.12,116.98585080522317,134.14633819155273
2018-07-11,6732.91,84,7463,5645.5885714285705,2525.507634717105,4796.42,4606.76,80.15368952197989,88.8452370375567
2018-07-12,10515.91,64,9546,5705.172857142857,2649.938412163053,6732.91,10098.82,164.31109118263922,149.15624766943364
2018-07-13,4453.45,82,7619,5425.177142857143,2666.1287298610655,10515.91,6413.42,54.310365191337006,92.91463301323618
2018-07-15,3065.76,37,4949,5301.058571428571,2765.4600494398255,4453.45,3934.59,82.85837613896283,133.7567531417094
2018-07-16,-38702.94,59,8907,-519.4271428571436,17002.257817170164,3065.76,2040.46,-655.9820227799657,150.96609913616783
2018-07-17,4311.51,52,7135,-689.5685714285717,16937.78977962929,-38702.94,5502.5,82.91365225166054,137.2115358228551
2018-07-18,5829.62,67,7305,-541.9685714285716,16997.958624579438,4311.51,4796.42,87.00925243269772,109.02984911895749
2018-07-19,7401.69,66,7616,-446.42857142857184,17047.470694341955,5829.62,6732.91,112.14681648262399,115.3939376455464
2018-07-20,3531.5099999999998,42,6382,-1444.2000000000005,16494.341635868146,7401.69,10515.91,84.08356942658168,151.95237733446723
2018-07-22,4091.48,52,7220,-1495.9100000000003,16473.324882344386,3531.5099999999998,4453.45,78.68230617918643,138.84615117603556
2018-07-23,7229.92,57,8852,-901.0300000000007,16738.5617491209,4091.48,3065.76,126.84069952911054,155.2982428895045
2018-07-24,3685.8,61,6574,5154.504285714285,1655.5380785599214,7229.92,-38702.94,60.42294982913197,107.77049003654935
2018-07-25,4231.18,75,8546,5143.028571428571,1662.618642587928,3685.8,4311.51,56.41573258112357,113.9466651473778
2018-07-26,15094.710000000001,80,8700,6466.612857142856,4140.998922167263,4231.18,5829.62,188.68387264145161,108.74999864062502
2018-07-27,3234.7,51,4630,5871.328571428571,4281.307826425736,15094.710000000001,7401.69,63.42548895244139,90.78431194540565
2018-07-29,2734.49,30,4113,5757.4685714285715,4363.7108979721515,3234.7,3531.5099999999998,91.14966362834454,137.09999543000015
2018-07-30,6506.47,50,7096,6102.467142857143,4305.116218453393,2734.49,4091.48,130.12939739741208,141.91999716160007
2018-07-31,8217.92,61,7350,6243.61,4364.0328372809745,6506.47,7229.92,134.71999779147546,120.4918013034131
2018-08-01,6210.34,55,7879,6604.2585714285715,4219.339181702223,8217.92,3685.8,112.91527067426782,143.2545428499174
2018-08-02,3759.7400000000002,57,7982,6536.909999999999,4267.02417710516,6210.34,4231.18,65.96034971999387,140.03508526254237
2018-08-03,1965.35,42,4434,4661.2871428571425,2319.5712335811386,3759.7400000000002,15094.710000000001,46.794046504903655,105.57142605782319
2018-08-05,2565.32,41,4662,4565.661428571429,2400.568741398783,1965.35,3234.7,62.56877896173711,113.7073142998216
2018-08-06,2723.6800000000003,49,6518,4564.117142857142,2401.9461478053845,2565.32,2734.49,55.58530498805501,133.02040544856317
2018-08-07,7888.82,38,7400,4761.595714285714,2633.881854638742,2723.6800000000003,6506.47,207.60052085261788,194.73683698060955
2018-08-08,9440.53,39,4873,4936.254285714285,2925.654083880825,7888.82,8217.92,242.0648655880804,124.94871474490476
2018-08-09,8283.8,83,9887,5232.462857142856,3170.8385375833604,9440.53,6210.34,99.80481807464074,119.12048049252434
2018-08-10,6050.4,45,8274,5559.699999999999,3111.1579224515913,8283.8,3759.7400000000002,134.45333034548156,183.86666258074084
2018-08-12,3345.88,52,6540,5756.918571428571,2880.5440060888245,6050.4,1965.35,64.34384491646452,125.76922835059177
2018-08-13,4089.55,38,6215,5974.665714285714,2647.235111406214,3345.88,2565.32,107.61973401000701,163.55262727493087
2018-08-14,3225.51,57,6945,6046.355714285714,2549.5128699606917,4089.55,2723.6800000000003,56.58789374407205,121.84210312557714
2018-08-15,5349.29,48,8994,5683.565714285714,2421.088086025621,3225.51,7888.82,111.44353934492626,187.37499609635427
2018-08-16,5694.87,62,8869,5148.471428571428,1781.9030558313,5349.29,9440.53,91.85274045398806,143.04838478954218
2018-08-17,4733.06,52,7976,4641.222857142857,1124.8884843946923,5694.87,8283.8,91.02038286499265,153.3846124349113
2018-08-19,4035.42,53,8686,4353.36857142857,948.1069618882323,4733.06,6050.4,76.13999856339626,163.88678936062664
2018-08-20,3577.17,46,7937,4386.41,910.4256985791397,4035.42,3345.88,77.76456352685732,172.54347450992447
2018-08-21,3730.96,62,7957,4335.182857142857,939.536145973351,3577.17,4089.55,60.176773222955276,128.3387076074402
2018-08-22,6431.42,72,10045,4793.169999999999,1079.4242111422077,3730.96,3225.51,89.32527653714894,139.513886951196
2018-08-23,7405.08,71,9897,5086.854285714285,1466.2873150450014,6431.42,5349.29,104.29689993948028,139.3943642338822
2018-08-24,26783.25,29,5193,8099.4800000000005,8363.935466862073,7405.08,5694.87,923.5603129806789,179.06895934244966
2018-08-26,2302.29,36,5043,7752.227142857142,8574.798689718053,26783.25,4733.06,63.95249822354172,140.08332944212975
2018-08-28,10727.48,53,8786,8708.235714285713,8463.675747189389,2302.29,4035.42,202.4052791999004,165.77358177785695
2018-08-29,4254.25,72,5334,8804.961428571429,8398.883906542636,10727.48,3577.17,59.08680473490549,74.08333230439817
2018-08-30,7891.42,79,10002,9399.312857142857,8122.641168913209,4254.25,3730.96,99.89139114061531,126.6075933340811
2018-08-31,4140.12,60,5984,9071.984285714285,8306.267823105745,7891.42,6431.42,69.00199884996668,99.73333167111115
2018-09-02,2299.51,35,4626,8342.617142857143,8692.223669697938,4140.12,7405.08,65.70028383713476,132.17142479510215
2018-09-03,6506.75,45,7881,5445.9742857142855,3106.6649600971164,2299.51,26783.25,144.59444123123464,175.13332944148158
2018-09-04,3955.71,48,6775,5682.177142857143,2882.585565967433,6506.75,2302.29,82.41062328311202,141.1458303927952
2018-09-05,3894.2400000000002,46,6656,4706.0,1867.5734201364055,3955.71,10727.48,84.6573894639698,144.69564902835546
2018-09-06,7377.54,74,9634,5152.184285714285,2100.256645784483,3894.2400000000002,4254.25,99.69648513923669,130.18918742987586
2018-09-07,3854.04,41,5925,4575.415714285714,1747.3599258200636,7377.54,7891.42,94.00097331704944,144.51219159726364
2018-09-09,3877.1,46,6447,4537.841428571428,1761.0546059812038,3854.04,4140.12,84.28478077641782,140.15217086625717
2018-09-10,7963.96,69,9731,5347.0485714285705,1859.7637588542261,3877.1,2299.51,115.41970847217814,141.02898346334808
2018-09-11,4187.84,58,7604,5015.7757142857145,1824.965415196105,7963.96,6506.75,72.20413668613558,131.10344601545782
2018-09-12,4376.07,61,9434,5075.827142857143,1790.8672695904804,4187.84,3955.71,71.73885128296965,154.65573516957812
2018-09-13,31232.641,73,9837,8981.312999999998,9960.390370382056,4376.07,3894.2400000000002,427.8443913993919,134.75342281159695
2018-09-14,4675.4,62,6867,8595.293,10084.492854771608,31232.641,7377.54,75.40967620306974,110.75806272970867
2018-09-16,5047.82,54,9155,8765.832999999999,10000.695594658717,4675.4,3854.04,93.47814641707136,169.53703389746235
2018-09-17,9563.25,64,10816,9578.140142857143,9765.592126853688,5047.82,3877.1,149.42577891522222,168.99999735937504
2018-09-18,7600.64,104,16965,9526.237285714285,9776.560484680942,9563.25,7963.96,73.08307622035504,163.1249984314904
2018-09-19,5626.12,41,8993,9731.705857142855,9660.087278669213,7600.64,4187.84,137.22243567750158,219.3414580648425
2018-09-20,5875.57,74,13417,9945.920142857141,9537.377796351579,5626.12,4376.07,79.39959352162711,181.31080836066477
2018-09-21,9696.49,49,9850,6869.327142857142,2099.571802167561,5875.57,31232.641,197.8875469818868,201.0204040608081
